Region,Title,Rank,Source
JP,Black Crow3,8,Netflix
JP,Ballad of a Small Player,8,Netflix
JP,Hokusai,9,Netflix
JP,Lakeview Terrace,9,Netflix
JP,Dolittle,9,Netflix
JP,Detective Conan the Movie: The Phantom of Baker Street,9,Netflix
JP,Egoist,9,Netflix
JP,Ghost Cat Anzu,9,Netflix
JP,Mirai,9,Netflix
JP,Partners: The Movie II,9,Netflix
JP,The Garden of Words,9,Netflix
JP,Winnie-the-Pooh: Blood and Honey 2,9,Netflix
JP,The Suspect: Muroi Shinji,9,Netflix
JP,The Light of a Firefly Forest,9,Netflix
JP,The Last Voyage of the Demeter,9,Netflix
JP,Secret: A Hidden Score,9,Netflix
JP,Fall for Me,9,Netflix
JP,Golden Kamuy,9,Netflix
JP,Everything Will be Owlright!,9,Netflix
JP,French Lover,9,Netflix
JP,Knight and Day,9,Netflix
JP,A Widow's Game,10,Netflix
JP,Copycat,10,Netflix
JP,Jack Reacher: Never Go Back,10,Netflix
JP,Happy Gilmore 2,10,Netflix
JP,Harry Potter and the Deathly Hallows: Part 2,10,Netflix
JP,Fast & Furious Presents: Hobbs & Shaw,10,Netflix
JP,Detective Conan the Movie: The Time-Bombed Skyscraper,10,Netflix
JP,Dogman,10,Netflix
JP,Despicable Me 3,10,Netflix
JP,Detective Conan the Movie: Jolly Roger in the Deep Azure,10,Netflix
JP,65,10,Netflix
JP,The Art of Racing in the Rain,10,Netflix
JP,The Blood of Wolves,10,Netflix
JP,Men in Black,10,Netflix
JP,Mononoke The Movie: Chapter II - The Ashes of Rage,10,Netflix
JP,Migration,10,Netflix
JP,Mafia Mamma,10,Netflix
JP,Plankton: The Movie,10,Netflix
JP,The Fate of the Furious,10,Netflix
JP,The Woman King,10,Netflix
JP,Welcome to Sudden Death,10,Netflix
KR,Amazon Bullseye,1,Netflix
KR,About Family,1,Netflix
KR,BogotÃ¡: City of the Lost,1,Netflix
KR,Good News,1,Netflix
KR,Firefighters,1,Netflix
KR,Eye for an Eye,1,Netflix
KR,Dirty Money,1,Netflix
KR,Dog Days,1,Netflix
KR,Harbin,1,Netflix
KR,Frankenstein,1,Netflix
KR,Mantis,1,Netflix
KR,KPop Demon Hunters,1,Netflix
KR,K.O.,1,Netflix
KR,"I, the Executioner",1,Netflix
KR,Hopeless,1,Netflix
KR,Holy Night: Demon Hunters,1,Netflix
KR,Love Untangled,1,Netflix
KR,Love in the Big City,1,Netflix
KR,Murder Report,1,Netflix
KR,Nocturnal,1,Netflix
KR,Revelations,1,Netflix
KR,Pretty Crazy,1,Netflix
KR,Paradise,1,Netflix
KR,Omniscient Reader: The Prophecy,1,Netflix
KR,You Will Die In 6 Hours,1,Netflix
KR,The Match,1,Netflix
KR,The Great Flood,1,Netflix
KR,Yadang: The Snitch,1,Netflix
KR,The Culprit,1,Netflix
KR,Heartsping: Teenieping of Love,2,Netflix
KR,Crypto Man,2,Netflix
KR,Demon City,2,Netflix
KR,Kraven the Hunter,2,Netflix
KR,LIM YOUNG WOONGâIM HERO THE STADIUM,2,Netflix
KR,Fabricated City,2,Netflix
KR,Exterritorial,2,Netflix
KR,Mission: Impossible - Dead Reckoning,2,Netflix
KR,Inside Man: Most Wanted,2,Netflix
KR,Noise,2,Netflix
KR,Tarot,2,Netflix
KR,STRAW,2,Netflix
KR,Streaming,2,Netflix
KR,Venom: The Last Dance,2,Netflix
KR,28 Years Later,2,Netflix
KR,Alienoid: Return to the Future,2,Netflix
KR,Commission,2,Netflix
KR,Back in Action,2,Netflix
KR,A HOUSE OF DYNAMITE,2,Netflix
KR,The Electric State,2,Netflix
KR,The Old Guard 2,2,Netflix
KR,Wall to Wall,2,Netflix
KR,The Killers,3,Netflix
KR,Wake Up Dead Man: A Knives Out Mystery,3,Netflix
KR,Transformers: Rise of the Beasts,3,Netflix
KR,Virus,3,Netflix
KR,Troll 2,3,Netflix
KR,Carry-On,3,Netflix
KR,Hitman: Agent Jun,3,Netflix
KR,Stellar,3,Netflix
KR,Only God knows Everything,3,Netflix
KR,Brick,3,Netflix
KR,28 Weeks Later,3,Netflix
KR,Counterattack,3,Netflix
KR,Night Always Comes,3,Netflix
KR,The Woman in Cabin 10,3,Netflix
KR,The Thursday Murder Club,3,Netflix
KR,Wallace & Gromit: Vengeance Most Fowl,3,Netflix
KR,Last Bullet,4,Netflix
KR,Pilot,4,Netflix
KR,Real,4,Netflix
KR,Man on Fire,4,Netflix
KR,Elektra,4,Netflix
KR,Fall for Me,4,Netflix
KR,Collateral,4,Netflix
KR,Havoc,4,Netflix
KR,Ziam,4,Netflix
KR,The First Slam Dunk,4,Netflix
KR,The Old Guard,4,Netflix
KR,The Northman,4,Netflix
KR,Knights of the Zodiac,4,Netflix
KR,Ma,4,Netflix
KR,Kill Boksoon,4,Netflix
KR,A Widow's Game,4,Netflix
KR,Cabriolet,4,Netflix
KR,Ad Vitam,4,Netflix
KR,Chainsaw Man â The Compilation,4,Netflix
KR,A Company Man,4,Netflix
KR,Rounders,5,Netflix
KR,6/45,5,Netflix
KR,Flightplan,5,Netflix
KR,Ballad of a Small Player,5,Netflix
KR,Organ Child,5,Netflix
KR,Mercy,5,Netflix
KR,Jules,5,Netflix
KR,Nonnas,5,Netflix
KR,I,5,Netflix
KR,The Wrong Paris,5,Netflix
KR,The Battle of Jangsari,5,Netflix
KR,Unknown Number: The High School Catfish,5,Netflix
KR,Concerning My Daughter,5,Netflix
KR,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,5,Netflix
KR,Crayon Shin-chan the Movie: Our Dinosaur Diary,5,Netflix
KR,Lost in Starlight,5,Netflix
KR,My Oxford Year,5,Netflix
KR,The Call of the Wild,6,Netflix
KR,The Killer,6,Netflix
KR,The Equalizer 2,6,Netflix
KR,The Elixir,6,Netflix
KR,The Sum of All Fears,6,Netflix
KR,The Twister: Caught in the Storm,6,Netflix
KR,Trade Your Love,6,Netflix
KR,Titan: The OceanGate Submersible Disaster,6,Netflix
KR,Now You See Me 2,6,Netflix
KR,My Name Is Vendetta,6,Netflix
KR,Champagne Problems,6,Netflix
KR,Happy Gilmore 2,6,Netflix
KR,Ghost Cat Anzu,6,Netflix
KR,A Good Son,6,Netflix
KR,A Time to Kill,6,Netflix
KR,Akira,6,Netflix
KR,Pororo: Underwater Adventure,6,Netflix
KR,Squad 36,6,Netflix
KR,Infinite,6,Netflix
KR,iHostage,6,Netflix
KR,Canola,7,Netflix
KR,Kinda Pregnant,7,Netflix
KR,Kingmaker,7,Netflix
KR,Bullet Train Explosion,7,Netflix
KR,Ghost in the Shell,7,Netflix
KR,You Are the Apple of My Eye,7,Netflix
KR,The Life List,7,Netflix
KR,Troll,7,Netflix
KR,Mona Lisa Smile,7,Netflix
KR,La Dolce Villa,7,Netflix
KR,Materialists,7,Netflix
KR,Seventh Son,7,Netflix
KR,Midnight Sun,7,Netflix
KR,Shiri,8,Netflix
KR,In Your Dreams,8,Netflix
KR,Officer Black Belt,8,Netflix
KR,The Brothers Grimm,8,Netflix
KR,The Equalizer,8,Netflix
KR,The Firm,8,Netflix
KR,The Sentinel,8,Netflix
KR,Ordinary Angels,8,Netflix
KR,Following,8,Netflix
KR,Copycat,8,Netflix
KR,Caramelo,8,Netflix
KR,Almost Cops,8,Netflix
KR,Fear Street: Prom Queen,8,Netflix
KR,Haikyu!!: The Dumpster Battle,8,Netflix
KR,Plankton: The Movie,8,Netflix
KR,The Secret Life of Pets 2,9,Netflix
KR,A Normal Woman,9,Netflix
KR,G.I. Joe: Retaliation,9,Netflix
KR,Escape,9,Netflix
KR,LIM YOUNG WOONG [RE:CITAL],9,Netflix
KR,Stoker,9,Netflix
KR,Ransomed,9,Netflix
KR,A Chinese Odyssey (Part I),9,Netflix
KR,War of the Worlds,9,Netflix
KR,Train Dreams,9,Netflix
KR,The Rose of Versailles,9,Netflix
KR,No Good Deed,10,Netflix
KR,Fast & Furious Presents: Hobbs & Shaw,10,Netflix
KR,Exhuma,10,Netflix
KR,Everything Everywhere All at Once,10,Netflix
KR,Green Book,10,Netflix
KR,Despicable Me 3,10,Netflix
KR,Jack Reacher: Never Go Back,10,Netflix
KR,Lost Bullet,10,Netflix
KR,Labor Day,10,Netflix
KR,Trainwreck: Poop Cruise,10,Netflix
KR,The Passion of the Christ,10,Netflix
KR,The Client,10,Netflix
KR,Uprising,10,Netflix
TW,28 Years Later,1,Netflix
TW,A HOUSE OF DYNAMITE,1,Netflix
TW,Bullet Train Explosion,1,Netflix
TW,Back in Action,1,Netflix
TW,BogotÃ¡: City of the Lost,1,Netflix
TW,Dead Talents Society,1,Netflix
TW,Creation of the Gods I: Kingdom of Storms,1,Netflix
TW,Champagne Problems,1,Netflix
TW,Demon City,1,Netflix
TW,Mantis,1,Netflix
TW,Mission: Impossible - Dead Reckoning,1,Netflix
TW,Legends of the Condor Heroes: The Gallants,1,Netflix
TW,Lovesick,1,Netflix
TW,GATAO: Like Father Like Son,1,Netflix
TW,Frankenstein,1,Netflix
TW,Fox Hunt,1,Netflix
TW,KPop Demon Hunters,1,Netflix
TW,Twilight of the Warriors: Walled In,1,Netflix
TW,The Great Flood,1,Netflix
TW,The Super Mario Bros. Movie,1,Netflix
TW,Suffocating Love,1,Netflix
TW,The Electric State,1,Netflix
TW,Venom: The Last Dance,1,Netflix
TW,Unknown Number: The High School Catfish,1,Netflix
TW,The Woman in Cabin 10,1,Netflix
TW,Organ Child,1,Netflix
TW,Shall We Die?,1,Netflix
TW,Love Untangled,2,Netflix
TW,Happy Gilmore 2,2,Netflix
TW,La Dolce Villa,2,Netflix
TW,I Am the Secret in Your Heart,2,Netflix
TW,Gatao: Big Brothers,2,Netflix
TW,My Oxford Year,2,Netflix
TW,Night Always Comes,2,Netflix
TW,The Match,2,Netflix
TW,The Elixir,2,Netflix
TW,The First Slam Dunk,2,Netflix
TW,Tee Yai: Born To Be Bad,2,Netflix
TW,Kraven the Hunter,2,Netflix
TW,Meg 2: The Trench,2,Netflix
TW,Ziam,2,Netflix
TW,The Old Guard 2,2,Netflix
TW,Revelations,2,Netflix
TW,STRAW,2,Netflix
TW,Upstream,2,Netflix
TW,Wall to Wall,2,Netflix
TW,Troll 2,2,Netflix
TW,iHostage,2,Netflix
TW,Ajoomma,2,Netflix
TW,Anaconda: Cursed Jungle,2,Netflix
TW,Detective Conan the Movie: The Bride of Halloween,2,Netflix
TW,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2,Netflix
TW,A Widow's Game,2,Netflix
TW,Ad Vitam,2,Netflix
TW,1992,2,Netflix
TW,Good News,3,Netflix
TW,Fall for Me,3,Netflix
TW,Counterattack,3,Netflix
TW,Big World,3,Netflix
TW,Brick,3,Netflix
TW,Be With Me,3,Netflix
TW,Detective Conan the Movie: Black Iron Submarine,3,Netflix
TW,Havoc,3,Netflix
TW,Caramelo,3,Netflix
TW,Exterritorial,3,Netflix
TW,Love in Taipei,3,Netflix
TW,Transformers: Rise of the Beasts,3,Netflix
TW,The Thursday Murder Club,3,Netflix
TW,The Last Voyage of the Demeter,3,Netflix
TW,Wake Up Dead Man: A Knives Out Mystery,3,Netflix
TW,The Fate of the Furious,3,Netflix
TW,The Stone,3,Netflix
TW,K.O.,3,Netflix
TW,Jingle Bell Heist,3,Netflix
TW,The Last Frenzy,4,Netflix
TW,The Killer,4,Netflix
TW,Larry Crowne,4,Netflix
TW,Inside Man: Most Wanted,4,Netflix
TW,Fear Street: Prom Queen,4,Netflix
TW,Fast X,4,Netflix
TW,Ballad of a Small Player,4,Netflix
TW,Carry-On,4,Netflix
TW,Crayon Shin-chan the Movie: Our Dinosaur Diary,4,Netflix
TW,Day Off,4,Netflix
TW,Detective Conan the Movie: The Darkest Nightmare,4,Netflix
TW,Faceless,4,Netflix
TW,Death Whisperer 2,4,Netflix
TW,Cells At Work!,4,Netflix
TW,28 Weeks Later,4,Netflix
TW,No More Bets,4,Netflix
TW,Monk Comes Down the Mountain,4,Netflix
TW,My Hero Academia: You're Next,4,Netflix
TW,"Them, Behind the Door",4,Netflix
TW,Train Dreams,4,Netflix
TW,Nonnas,4,Netflix
TW,OVERLORD:The Sacred Kingdom,4,Netflix
TW,Black Sea,4,Netflix
TW,A Time to Kill,4,Netflix
TW,Mango,5,Netflix
TW,Kingdom: Return of The Great General,5,Netflix
TW,It Ends With Us,5,Netflix
TW,Karate Kid: Legends,5,Netflix
TW,In Your Dreams,5,Netflix
TW,Titan: The OceanGate Submersible Disaster,5,Netflix
TW,Trouble Girl,5,Netflix
TW,Life or Something Like It,5,Netflix
TW,Honeymoon Crasher,5,Netflix
TW,A Wedding Invitation,5,Netflix
TW,Delicious,5,Netflix
TW,Bloodshot,5,Netflix
TW,The Old Guard,5,Netflix
TW,The Life List,5,Netflix
TW,Trainwreck: Poop Cruise,5,Netflix
TW,Welcome to Sudden Death,5,Netflix
TW,Ne Zha,5,Netflix
TW,Squad 36,5,Netflix
TW,Money Games,5,Netflix
TW,The Equalizer,5,Netflix
TW,The Equalizer 2,5,Netflix
TW,A Girl at My Door,5,Netflix
TW,10DANCE,5,Netflix
TW,Daughter's Daughter,6,Netflix
TW,How To Make Millions Before Grandma Dies,6,Netflix
TW,Love Happens,6,Netflix
TW,Kinda Pregnant,6,Netflix
TW,Jaat,6,Netflix
TW,Detective Conan the Movie: The Phantom of Baker Street,6,Netflix
TW,Last Bullet,6,Netflix
TW,Everything Everywhere All at Once,6,Netflix
TW,Elektra,6,Netflix
TW,See You at the Rally,6,Netflix
TW,PAW Patrol: The Mighty Movie,6,Netflix
TW,Sunset Sunrise,6,Netflix
TW,The Secret Life of Pets 2,6,Netflix
TW,The Sentinel,6,Netflix
TW,The Heart Knows,6,Netflix
TW,Sleepless in Seattle,6,Netflix
TW,Spy x Family Code: White,6,Netflix
TW,The Red Envelope,6,Netflix
TW,Renfield,6,Netflix
TW,U MotherbakerâThe Movie,6,Netflix
TW,Fifty Shades Freed,7,Netflix
TW,Man in Love,7,Netflix
TW,Maid in Manhattan,7,Netflix
TW,The Witcher: Sirens of the Deep,7,Netflix
TW,The Family Stone,7,Netflix
TW,The Rose of Versailles,7,Netflix
TW,The Twister: Caught in the Storm,7,Netflix
TW,In Youth We Trust,7,Netflix
TW,Kill Bill: Vol. 1,7,Netflix
TW,Flying Swords of Dragon Gate,7,Netflix
TW,Detective Conan the Movie: Quarter of Silence,7,Netflix
TW,Attack 13,7,Netflix
TW,Abandoned Man,7,Netflix
TW,404,7,Netflix
TW,Detective Conan the Movie: Dimensional Sniper,7,Netflix
TW,Copycat,7,Netflix
TW,Post Truth,7,Netflix
TW,The Northman,7,Netflix
TW,Oppenheimer,7,Netflix
TW,Late Night with the Devil,7,Netflix
TW,French Lover,7,Netflix
TW,Almost Cops,8,Netflix
TW,11 Rebels,8,Netflix
TW,New Gods: Yang Jian,8,Netflix
TW,Until Dawn,8,Netflix
TW,The Call of the Wild,8,Netflix
TW,The Most Beautiful Girl in the World,8,Netflix
TW,The Exorcist: Believer,8,Netflix
TW,Detective Conan the Movie: Private Eye in the Distant Sea,8,Netflix
TW,Detective Conan : The Private Eyes' Requiem,8,Netflix
TW,Cocaine Bear,8,Netflix
TW,Crayon Shin-chan the Movie: Super-Dimension! The Storm Called My Bride,8,Netflix
TW,Gatao,8,Netflix
TW,Dungeons & Dragons: Honor Among Thieves,8,Netflix
TW,Canola,8,Netflix
TW,Detective Conan the Movie: The Fist of Blue Sapphire,8,Netflix
TW,Detective Conan the Movie: Raven Chaser,8,Netflix
TW,Flightplan,9,Netflix
TW,Dust of Angels (4K Remastered Version),9,Netflix
TW,Kill 'Em All 2,9,Netflix
TW,All You Need Is Love,9,Netflix
TW,8MM,9,Netflix
TW,Flow,9,Netflix
TW,Crayon Shinchan: Very Tasty! B-class Gourmet Survival!!,9,Netflix
TW,Strawman,9,Netflix
TW,Plankton: The Movie,9,Netflix
TW,She Said Maybe,9,Netflix
TW,My Secret Santa,9,Netflix
TW,Pui Pui Molcar the Movie: MOLMAX,9,Netflix
TW,Knock at the Cabin,9,Netflix
TW,Lost in Starlight,9,Netflix
TW,Tomb Watcher,9,Netflix
TW,Knight and Day,10,Netflix
TW,Man on Fire,10,Netflix
TW,"Hello, Love, Again",10,Netflix
TW,Don't Say a Word,10,Netflix
TW,Everybody Loves Me When I'm Dead,10,Netflix
TW,Jules,10,Netflix
TW,Dhoom Dhaam,10,Netflix
TW,Crayon Shinchan the Movie:  My Moving Story Cactus Attack,10,Netflix
TW,Birth/Rebirth,10,Netflix
TW,A Normal Family,10,Netflix
TW,A Merry Little Ex-Mas,10,Netflix
TW,Detective Conan the Movie: Crossroad in the Ancient Capital,10,Netflix
TW,Detective Conan : Full Score of Fear,10,Netflix
TW,Gatao - The Last Stray,10,Netflix
TW,Sikandar,10,Netflix
TW,The Shore of Life,10,Netflix
TW,The Six Triple Eight,10,Netflix
TW,The Other Boleyn Girl,10,Netflix
TW,Mononoke The Movie: Chapter II - The Ashes of Rage,10,Netflix
TW,Our Times,10,Netflix
TW,Ride On,10,Netflix
TW,Scent of a Woman,10,Netflix
TW,The Yin Yang Master Zero,10,Netflix
TW,The Wrong Paris,10,Netflix
TW,The Tourist,10,Netflix
