country_name,country_iso2,week,category,weekly_rank,show_title,season_title,cumulative_weeks_in_top_10
Japan,JP,2025-03-23,Films,5,Revelations,,1
Japan,JP,2025-03-23,Films,6,Living in Two Worlds,,1
Japan,JP,2025-03-23,Films,7,Demon City,,4
Japan,JP,2025-03-23,Films,8,Haikyu!!: The Dumpster Battle,,3
Japan,JP,2025-03-23,Films,9,The Super Mario Bros. Movie,,5
Japan,JP,2025-03-23,Films,10,Detective Conan the  Movie: Zero the Enforcer,,3
Japan,JP,2025-03-16,Films,1,Haikyu!!: The Dumpster Battle,,2
Japan,JP,2025-03-16,Films,2,Demon City,,3
Japan,JP,2025-03-16,Films,3,Faceless,,7
Japan,JP,2025-03-16,Films,4,Doraemon The Movie: Nobita's Sky Utopia,,2
Japan,JP,2025-03-16,Films,5,Ichiko,,1
Japan,JP,2025-03-16,Films,6,The Electric State,,1
Japan,JP,2025-03-16,Films,7,11 Rebels,,3
Japan,JP,2025-03-16,Films,8,The Super Mario Bros. Movie,,4
Japan,JP,2025-03-16,Films,9,Everything Will be Owlright!,,1
Japan,JP,2025-03-16,Films,10,Plankton: The Movie,,1
Japan,JP,2025-03-09,Films,1,Haikyu!!: The Dumpster Battle,,1
Japan,JP,2025-03-09,Films,2,Demon City,,2
Japan,JP,2025-03-09,Films,3,11 Rebels,,2
Japan,JP,2025-03-09,Films,4,Doraemon The Movie: Nobita's Sky Utopia,,1
Japan,JP,2025-03-09,Films,5,The Super Mario Bros. Movie,,3
Japan,JP,2025-03-09,Films,6,Home Sweet Home,,3
Japan,JP,2025-03-09,Films,7,Counterattack,,1
Japan,JP,2025-03-09,Films,8,Squad 36,,1
Japan,JP,2025-03-09,Films,9,Silent Love,,2
Japan,JP,2025-03-09,Films,10,Faceless,,6
Japan,JP,2025-03-02,Films,1,Demon City,,1
Japan,JP,2025-03-02,Films,2,The Super Mario Bros. Movie,,2
Japan,JP,2025-03-02,Films,3,Home Sweet Home,,2
Japan,JP,2025-03-02,Films,4,Furiosa: A Mad Max Saga,,2
Japan,JP,2025-03-02,Films,5,Silent Love,,1
Japan,JP,2025-03-02,Films,6,Do Unto Others,,3
Japan,JP,2025-03-02,Films,7,11 Rebels,,1
Japan,JP,2025-03-02,Films,8,Death Row Family,,2
Japan,JP,2025-03-02,Films,9,Faceless,,5
Japan,JP,2025-03-02,Films,10,Despicable Me 3,,1
Japan,JP,2025-02-23,Films,1,Do Unto Others,,2
Japan,JP,2025-02-23,Films,2,The Super Mario Bros. Movie,,1
Japan,JP,2025-02-23,Films,3,Faceless,,4
Japan,JP,2025-02-23,Films,4,Death Row Family,,1
Japan,JP,2025-02-23,Films,5,Home Sweet Home,,1
Japan,JP,2025-02-23,Films,6,The Pope's Exorcist,,1
Japan,JP,2025-02-23,Films,7,City Hunter The Movie: Angel Dust,,2
Japan,JP,2025-02-23,Films,8,Ichikei's Crow: The Movie,,2
Japan,JP,2025-02-23,Films,9,Egoist,,2
Japan,JP,2025-02-23,Films,10,Furiosa: A Mad Max Saga,,1
Japan,JP,2025-02-16,Films,1,Faceless,,3
Japan,JP,2025-02-16,Films,2,BogotÃ¡: City of the Lost,,2
Japan,JP,2025-02-16,Films,3,Do Unto Others,,1
Japan,JP,2025-02-16,Films,4,City Hunter The Movie: Angel Dust,,1
Japan,JP,2025-02-16,Films,5,Ichikei's Crow: The Movie,,1
Japan,JP,2025-02-16,Films,6,Back in Action,,5
Japan,JP,2025-02-16,Films,7,Kinda Pregnant,,2
Japan,JP,2025-02-16,Films,8,Shrek,,2
Japan,JP,2025-02-16,Films,9,Egoist,,1
Japan,JP,2025-02-16,Films,10,Fictitious Girl's Diary The Movie,,5
Japan,JP,2025-02-09,Films,1,Faceless,,2
Japan,JP,2025-02-09,Films,2,BogotÃ¡: City of the Lost,,1
Japan,JP,2025-02-09,Films,3,Back in Action,,4
Japan,JP,2025-02-09,Films,4,Love You as the World Ends Final The Movie,,3
Japan,JP,2025-02-09,Films,5,Kinda Pregnant,,1
Japan,JP,2025-02-09,Films,6,Fictitious Girl's Diary The Movie,,4
Japan,JP,2025-02-09,Films,7,Anpanman: Nyani from the Country of Dreamcat,,3
Japan,JP,2025-02-09,Films,8,Harry Potter and the Sorcerer's Stone,,31
Japan,JP,2025-02-09,Films,9,The Sentinel,,2
Japan,JP,2025-02-09,Films,10,Shrek,,1
Japan,JP,2025-02-02,Films,1,Faceless,,1
Japan,JP,2025-02-02,Films,2,Love You as the World Ends Final The Movie,,2
Japan,JP,2025-02-02,Films,3,Back in Action,,3
Japan,JP,2025-02-02,Films,4,The Sentinel,,1
Japan,JP,2025-02-02,Films,5,Breaking,,1
Japan,JP,2025-02-02,Films,6,Anpanman: Nyani from the Country of Dreamcat,,2
Japan,JP,2025-02-02,Films,7,Harry Potter and the Sorcerer's Stone,,30
Japan,JP,2025-02-02,Films,8,Tokyo Revengers 2: Bloody Halloween - Decisive Battle,,4
Japan,JP,2025-02-02,Films,9,The Secret Life of Pets 2,,7
Japan,JP,2025-02-02,Films,10,Harry Potter and the Deathly Hallows: Part 2,,6
Japan,JP,2025-01-26,Films,1,Back in Action,,2
Japan,JP,2025-01-26,Films,2,Dr. Coto's Clinic 2022,,2
Japan,JP,2025-01-26,Films,3,Ad Vitam,,3
Japan,JP,2025-01-26,Films,4,Tokyo Revengers 2: Bloody Halloween - Decisive Battle,,3
Japan,JP,2025-01-26,Films,5,The Secret Life of Pets 2,,6
Japan,JP,2025-01-26,Films,6,Love You as the World Ends Final The Movie,,1
Japan,JP,2025-01-26,Films,7,Emily the Criminal,,2
Japan,JP,2025-01-26,Films,8,Anpanman: Nyani from the Country of Dreamcat,,1
Japan,JP,2025-01-26,Films,9,Knight and Day,,3
Japan,JP,2025-01-26,Films,10,Spy x Family Code: White,,6
Japan,JP,2025-01-19,Films,1,Back in Action,,1
Japan,JP,2025-01-19,Films,2,Ad Vitam,,2
Japan,JP,2025-01-19,Films,3,Men in Black: International,,2
Japan,JP,2025-01-19,Films,4,Emily the Criminal,,1
Japan,JP,2025-01-19,Films,5,The Secret Life of Pets 2,,5
Japan,JP,2025-01-19,Films,6,Spy x Family Code: White,,5
Japan,JP,2025-01-19,Films,7,Ma,,3
Japan,JP,2025-01-19,Films,8,Dr. Coto's Clinic 2022,,1
Japan,JP,2025-01-19,Films,9,Lakeview Terrace,,1
Japan,JP,2025-01-19,Films,10,Men in Black,,1
Japan,JP,2025-01-12,Films,1,Men in Black: International,,1
Japan,JP,2025-01-12,Films,2,Spy x Family Code: White,,4
Japan,JP,2025-01-12,Films,3,The Secret Life of Pets 2,,4
Japan,JP,2025-01-12,Films,4,Don't Call it Mystery: The Movie,,11
Japan,JP,2025-01-12,Films,5,Ad Vitam,,1
Japan,JP,2025-01-12,Films,6,Ma,,2
Japan,JP,2025-01-12,Films,7,Carry-On,,5
Japan,JP,2025-01-12,Films,8,Fast X,,3
Japan,JP,2025-01-12,Films,9,Fly Me to the Saitama: From Biwa Lake With Love,,3
Japan,JP,2025-01-12,Films,10,The Woman King,,1
Japan,JP,2025-01-05,Films,1,Spy x Family Code: White,,3
Japan,JP,2025-01-05,Films,2,M3GAN,,1
Japan,JP,2025-01-05,Films,3,Fast X,,2
Japan,JP,2025-01-05,Films,4,Carry-On,,4
Japan,JP,2025-01-05,Films,5,Fly Me to the Saitama: From Biwa Lake With Love,,2
Japan,JP,2025-01-05,Films,6,Don't Call it Mystery: The Movie,,10
Japan,JP,2025-01-05,Films,7,The Confidence Man JP - Episode of the Hero -,,6
Japan,JP,2025-01-05,Films,8,THE CONFIDENCE MAN JPï¼The Movie-,,3
Japan,JP,2025-01-05,Films,9,Secret: A Hidden Score,,1
Japan,JP,2025-01-05,Films,10,65,,2
South Korea,KR,2025-12-21,Films,1,The Great Flood,,1
South Korea,KR,2025-12-21,Films,2,Murder Report,,2
South Korea,KR,2025-12-21,Films,3,Wake Up Dead Man: A Knives Out Mystery,,2
South Korea,KR,2025-12-21,Films,4,Omniscient Reader: The Prophecy,,3
South Korea,KR,2025-12-21,Films,5,Only God knows Everything,,2
South Korea,KR,2025-12-21,Films,6,The Call of the Wild,,2
South Korea,KR,2025-12-21,Films,7,Pretty Crazy,,4
South Korea,KR,2025-12-21,Films,8,Canola,,2
South Korea,KR,2025-12-21,Films,9,KPop Demon Hunters,,27
South Korea,KR,2025-12-21,Films,10,Labor Day,,2
South Korea,KR,2025-12-14,Films,1,Murder Report,,1
South Korea,KR,2025-12-14,Films,2,Omniscient Reader: The Prophecy,,2
South Korea,KR,2025-12-14,Films,3,Only God knows Everything,,1
South Korea,KR,2025-12-14,Films,4,Wake Up Dead Man: A Knives Out Mystery,,1
South Korea,KR,2025-12-14,Films,5,Pretty Crazy,,3
South Korea,KR,2025-12-14,Films,6,Troll 2,,2
South Korea,KR,2025-12-14,Films,7,Canola,,1
South Korea,KR,2025-12-14,Films,8,The Call of the Wild,,1
South Korea,KR,2025-12-14,Films,9,KPop Demon Hunters,,26
South Korea,KR,2025-12-14,Films,10,Troll,,6
South Korea,KR,2025-12-07,Films,1,Omniscient Reader: The Prophecy,,1
South Korea,KR,2025-12-07,Films,2,Pretty Crazy,,2
South Korea,KR,2025-12-07,Films,3,Troll 2,,1
South Korea,KR,2025-12-07,Films,4,Chainsaw Man â The Compilation,,1
South Korea,KR,2025-12-07,Films,5,Crayon Shin-chan the Movie: Our Dinosaur Diary,,1
South Korea,KR,2025-12-07,Films,6,KPop Demon Hunters,,25
South Korea,KR,2025-12-07,Films,7,Troll,,5
South Korea,KR,2025-12-07,Films,8,Commission,,3
South Korea,KR,2025-12-07,Films,9,G.I. Joe: Retaliation,,3
South Korea,KR,2025-12-07,Films,10,Frankenstein,,5
South Korea,KR,2025-11-30,Films,1,Pretty Crazy,,1
South Korea,KR,2025-11-30,Films,2,Commission,,2
South Korea,KR,2025-11-30,Films,3,Paradise,,2
South Korea,KR,2025-11-30,Films,4,KPop Demon Hunters,,24
South Korea,KR,2025-11-30,Films,5,Frankenstein,,4
South Korea,KR,2025-11-30,Films,6,Champagne Problems,,2
South Korea,KR,2025-11-30,Films,7,You Are the Apple of My Eye,,1
South Korea,KR,2025-11-30,Films,8,Fabricated City,,4
South Korea,KR,2025-11-30,Films,9,Train Dreams,,1
South Korea,KR,2025-11-30,Films,10,Good News,,7
South Korea,KR,2025-11-23,Films,1,Paradise,,1
South Korea,KR,2025-11-23,Films,2,Frankenstein,,3
South Korea,KR,2025-11-23,Films,3,Fabricated City,,3
South Korea,KR,2025-11-23,Films,4,Commission,,1
South Korea,KR,2025-11-23,Films,5,KPop Demon Hunters,,23
South Korea,KR,2025-11-23,Films,6,Now You See Me 2,,2
South Korea,KR,2025-11-23,Films,7,Good News,,6
South Korea,KR,2025-11-23,Films,8,In Your Dreams,,1
South Korea,KR,2025-11-23,Films,9,A HOUSE OF DYNAMITE,,5
South Korea,KR,2025-11-23,Films,10,Champagne Problems,,1
South Korea,KR,2025-11-16,Films,1,Frankenstein,,2
South Korea,KR,2025-11-16,Films,2,Fabricated City,,2
South Korea,KR,2025-11-16,Films,3,KPop Demon Hunters,,22
South Korea,KR,2025-11-16,Films,4,Good News,,5
South Korea,KR,2025-11-16,Films,5,A HOUSE OF DYNAMITE,,4
South Korea,KR,2025-11-16,Films,6,A Time to Kill,,1
South Korea,KR,2025-11-16,Films,7,Materialists,,1
South Korea,KR,2025-11-16,Films,8,Mantis,,8
South Korea,KR,2025-11-16,Films,9,Now You See Me 2,,1
South Korea,KR,2025-11-16,Films,10,The Killers,,3
South Korea,KR,2025-11-09,Films,1,Frankenstein,,1
South Korea,KR,2025-11-09,Films,2,Good News,,4
South Korea,KR,2025-11-09,Films,3,The Killers,,2
South Korea,KR,2025-11-09,Films,4,A HOUSE OF DYNAMITE,,3
South Korea,KR,2025-11-09,Films,5,KPop Demon Hunters,,21
South Korea,KR,2025-11-09,Films,6,Fabricated City,,1
South Korea,KR,2025-11-09,Films,7,Mantis,,7
South Korea,KR,2025-11-09,Films,8,28 Years Later,,4
South Korea,KR,2025-11-09,Films,9,Ballad of a Small Player,,2
South Korea,KR,2025-11-09,Films,10,Jack Reacher: Never Go Back,,6
South Korea,KR,2025-11-02,Films,1,Good News,,3
South Korea,KR,2025-11-02,Films,2,A HOUSE OF DYNAMITE,,2
South Korea,KR,2025-11-02,Films,3,KPop Demon Hunters,,20
South Korea,KR,2025-11-02,Films,4,28 Years Later,,3
South Korea,KR,2025-11-02,Films,5,Ballad of a Small Player,,1
South Korea,KR,2025-11-02,Films,6,Mantis,,6
South Korea,KR,2025-11-02,Films,7,The Killers,,1
South Korea,KR,2025-11-02,Films,8,The Elixir,,2
South Korea,KR,2025-11-02,Films,9,Tarot,,4
South Korea,KR,2025-11-02,Films,10,Yadang: The Snitch,,8
South Korea,KR,2025-10-26,Films,1,Good News,,2
South Korea,KR,2025-10-26,Films,2,28 Years Later,,2
South Korea,KR,2025-10-26,Films,3,A HOUSE OF DYNAMITE,,1
South Korea,KR,2025-10-26,Films,4,KPop Demon Hunters,,19
South Korea,KR,2025-10-26,Films,5,Tarot,,3
South Korea,KR,2025-10-26,Films,6,The Elixir,,1
South Korea,KR,2025-10-26,Films,7,Mantis,,5
South Korea,KR,2025-10-26,Films,8,Kingmaker,,2
South Korea,KR,2025-10-26,Films,9,The Woman in Cabin 10,,3
South Korea,KR,2025-10-26,Films,10,Yadang: The Snitch,,7
South Korea,KR,2025-10-19,Films,1,Good News,,1
South Korea,KR,2025-10-19,Films,2,Tarot,,2
South Korea,KR,2025-10-19,Films,3,The Woman in Cabin 10,,2
South Korea,KR,2025-10-19,Films,4,Noise,,2
South Korea,KR,2025-10-19,Films,5,KPop Demon Hunters,,18
South Korea,KR,2025-10-19,Films,6,Mantis,,4
South Korea,KR,2025-10-19,Films,7,Kingmaker,,1
South Korea,KR,2025-10-19,Films,8,Caramelo,,1
South Korea,KR,2025-10-19,Films,9,28 Years Later,,1
South Korea,KR,2025-10-19,Films,10,Yadang: The Snitch,,6
South Korea,KR,2025-10-12,Films,1,Mantis,,3
South Korea,KR,2025-10-12,Films,2,Noise,,1
South Korea,KR,2025-10-12,Films,3,KPop Demon Hunters,,17
South Korea,KR,2025-10-12,Films,4,Tarot,,1
South Korea,KR,2025-10-12,Films,5,Yadang: The Snitch,,5
South Korea,KR,2025-10-12,Films,6,Kill Boksoon,,11
South Korea,KR,2025-10-12,Films,7,The Woman in Cabin 10,,1
South Korea,KR,2025-10-12,Films,8,Love Untangled,,7
South Korea,KR,2025-10-12,Films,9,LIM YOUNG WOONG [RE:CITAL],,1
South Korea,KR,2025-10-12,Films,10,Kraven the Hunter,,5
South Korea,KR,2025-10-05,Films,1,Mantis,,2
South Korea,KR,2025-10-05,Films,2,KPop Demon Hunters,,16
South Korea,KR,2025-10-05,Films,3,Yadang: The Snitch,,4
South Korea,KR,2025-10-05,Films,4,Kill Boksoon,,10
South Korea,KR,2025-10-05,Films,5,Organ Child,,1
South Korea,KR,2025-10-05,Films,6,Love Untangled,,6
South Korea,KR,2025-10-05,Films,7,Man on Fire,,2
South Korea,KR,2025-10-05,Films,8,Kraven the Hunter,,4
South Korea,KR,2025-10-05,Films,9,A Chinese Odyssey (Part I),,1
South Korea,KR,2025-10-05,Films,10,Green Book,,1
South Korea,KR,2025-09-28,Films,1,Mantis,,1
South Korea,KR,2025-09-28,Films,2,Yadang: The Snitch,,3
South Korea,KR,2025-09-28,Films,3,KPop Demon Hunters,,15
South Korea,KR,2025-09-28,Films,4,Man on Fire,,1
South Korea,KR,2025-09-28,Films,5,Kraven the Hunter,,3
South Korea,KR,2025-09-28,Films,6,Love Untangled,,5
South Korea,KR,2025-09-28,Films,7,Seventh Son,,2
South Korea,KR,2025-09-28,Films,8,Kill Boksoon,,9
South Korea,KR,2025-09-28,Films,9,Stoker,,1
South Korea,KR,2025-09-28,Films,10,Nocturnal,,13
South Korea,KR,2025-09-21,Films,1,Yadang: The Snitch,,2
South Korea,KR,2025-09-21,Films,2,Kraven the Hunter,,2
South Korea,KR,2025-09-21,Films,3,KPop Demon Hunters,,14
South Korea,KR,2025-09-21,Films,4,Love Untangled,,4
South Korea,KR,2025-09-21,Films,5,The Wrong Paris,,1
South Korea,KR,2025-09-21,Films,6,Nocturnal,,12
South Korea,KR,2025-09-21,Films,7,Love in the Big City,,9
South Korea,KR,2025-09-21,Films,8,The Brothers Grimm,,1
South Korea,KR,2025-09-21,Films,9,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,,9
South Korea,KR,2025-09-21,Films,10,Seventh Son,,1
South Korea,KR,2025-09-14,Films,1,Yadang: The Snitch,,1
South Korea,KR,2025-09-14,Films,2,KPop Demon Hunters,,13
South Korea,KR,2025-09-14,Films,3,Kraven the Hunter,,1
South Korea,KR,2025-09-14,Films,4,Love Untangled,,3
South Korea,KR,2025-09-14,Films,5,Unknown Number: The High School Catfish,,2
South Korea,KR,2025-09-14,Films,6,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,,8
South Korea,KR,2025-09-14,Films,7,Nocturnal,,11
South Korea,KR,2025-09-14,Films,8,The Thursday Murder Club,,3
South Korea,KR,2025-09-14,Films,9,Love in the Big City,,8
South Korea,KR,2025-09-14,Films,10,The Northman,,5
South Korea,KR,2025-09-07,Films,1,Love Untangled,,2
South Korea,KR,2025-09-07,Films,2,KPop Demon Hunters,,12
South Korea,KR,2025-09-07,Films,3,The Thursday Murder Club,,2
South Korea,KR,2025-09-07,Films,4,The Northman,,4
South Korea,KR,2025-09-07,Films,5,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,,7
South Korea,KR,2025-09-07,Films,6,Nocturnal,,10
South Korea,KR,2025-09-07,Films,7,Midnight Sun,,2
South Korea,KR,2025-09-07,Films,8,Unknown Number: The High School Catfish,,1
South Korea,KR,2025-09-07,Films,9,Fall for Me,,3
South Korea,KR,2025-09-07,Films,10,Fast & Furious Presents: Hobbs & Shaw,,1
South Korea,KR,2025-08-31,Films,1,KPop Demon Hunters,,11
South Korea,KR,2025-08-31,Films,2,Love Untangled,,1
South Korea,KR,2025-08-31,Films,3,The Thursday Murder Club,,1
South Korea,KR,2025-08-31,Films,4,Fall for Me,,2
South Korea,KR,2025-08-31,Films,5,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,,6
South Korea,KR,2025-08-31,Films,6,Nocturnal,,9
South Korea,KR,2025-08-31,Films,7,Midnight Sun,,1
South Korea,KR,2025-08-31,Films,8,Holy Night: Demon Hunters,,5
South Korea,KR,2025-08-31,Films,9,The Northman,,3
South Korea,KR,2025-08-31,Films,10,The Client,,2
South Korea,KR,2025-08-24,Films,1,KPop Demon Hunters,,10
South Korea,KR,2025-08-24,Films,2,Holy Night: Demon Hunters,,4
South Korea,KR,2025-08-24,Films,3,Night Always Comes,,2
South Korea,KR,2025-08-24,Films,4,Fall for Me,,1
South Korea,KR,2025-08-24,Films,5,Nocturnal,,8
South Korea,KR,2025-08-24,Films,6,Wall to Wall,,6
South Korea,KR,2025-08-24,Films,7,Ghost Cat Anzu,,2
South Korea,KR,2025-08-24,Films,8,Elektra,,2
South Korea,KR,2025-08-24,Films,9,Virus,,4
South Korea,KR,2025-08-24,Films,10,The Client,,1
South Korea,KR,2025-08-17,Films,1,KPop Demon Hunters,,9
South Korea,KR,2025-08-17,Films,2,Holy Night: Demon Hunters,,3
South Korea,KR,2025-08-17,Films,3,Virus,,3
South Korea,KR,2025-08-17,Films,4,Elektra,,1
South Korea,KR,2025-08-17,Films,5,Wall to Wall,,5
South Korea,KR,2025-08-17,Films,6,Ghost Cat Anzu,,1
South Korea,KR,2025-08-17,Films,7,My Name Is Vendetta,,4
South Korea,KR,2025-08-17,Films,8,Nocturnal,,7
South Korea,KR,2025-08-17,Films,9,Night Always Comes,,1
South Korea,KR,2025-08-17,Films,10,War of the Worlds,,2
South Korea,KR,2025-08-10,Films,1,KPop Demon Hunters,,8
South Korea,KR,2025-08-10,Films,2,Holy Night: Demon Hunters,,2
South Korea,KR,2025-08-10,Films,3,Virus,,2
South Korea,KR,2025-08-10,Films,4,Wall to Wall,,4
South Korea,KR,2025-08-10,Films,5,My Oxford Year,,2
South Korea,KR,2025-08-10,Films,6,My Name Is Vendetta,,3
South Korea,KR,2025-08-10,Films,7,Flightplan,,2
South Korea,KR,2025-08-10,Films,8,Pororo: Underwater Adventure,,4
South Korea,KR,2025-08-10,Films,9,War of the Worlds,,1
South Korea,KR,2025-08-10,Films,10,LIM YOUNG WOONGâIM HERO THE STADIUM,,21
South Korea,KR,2025-08-03,Films,1,Holy Night: Demon Hunters,,1
South Korea,KR,2025-08-03,Films,2,KPop Demon Hunters,,7
South Korea,KR,2025-08-03,Films,3,Virus,,1
South Korea,KR,2025-08-03,Films,4,Wall to Wall,,3
South Korea,KR,2025-08-03,Films,5,Flightplan,,1
South Korea,KR,2025-08-03,Films,6,Happy Gilmore 2,,1
South Korea,KR,2025-08-03,Films,7,Pororo: Underwater Adventure,,3
South Korea,KR,2025-08-03,Films,8,My Oxford Year,,1
South Korea,KR,2025-08-03,Films,9,A Normal Woman,,1
South Korea,KR,2025-08-03,Films,10,The Old Guard 2,,5
South Korea,KR,2025-07-27,Films,1,KPop Demon Hunters,,6
South Korea,KR,2025-07-27,Films,2,Wall to Wall,,2
South Korea,KR,2025-07-27,Films,3,Brick,,3
South Korea,KR,2025-07-27,Films,4,Streaming,,5
South Korea,KR,2025-07-27,Films,5,The Old Guard 2,,4
South Korea,KR,2025-07-27,Films,6,Pororo: Underwater Adventure,,2
South Korea,KR,2025-07-27,Films,7,The Match,,10
South Korea,KR,2025-07-27,Films,8,The Firm,,2
South Korea,KR,2025-07-27,Films,9,Dirty Money,,6
South Korea,KR,2025-07-27,Films,10,LIM YOUNG WOONGâIM HERO THE STADIUM,,20
South Korea,KR,2025-07-20,Films,1,KPop Demon Hunters,,5
South Korea,KR,2025-07-20,Films,2,Wall to Wall,,1
South Korea,KR,2025-07-20,Films,3,Brick,,2
South Korea,KR,2025-07-20,Films,4,The Old Guard 2,,3
South Korea,KR,2025-07-20,Films,5,Streaming,,4
South Korea,KR,2025-07-20,Films,6,Ziam,,2
South Korea,KR,2025-07-20,Films,7,Pororo: Underwater Adventure,,1
South Korea,KR,2025-07-20,Films,8,Almost Cops,,2
South Korea,KR,2025-07-20,Films,9,Dirty Money,,5
South Korea,KR,2025-07-20,Films,10,The Old Guard,,4
South Korea,KR,2025-07-13,Films,1,KPop Demon Hunters,,4
South Korea,KR,2025-07-13,Films,2,The Old Guard 2,,2
South Korea,KR,2025-07-13,Films,3,Brick,,1
South Korea,KR,2025-07-13,Films,4,Ziam,,1
South Korea,KR,2025-07-13,Films,5,Streaming,,3
South Korea,KR,2025-07-13,Films,6,The Old Guard,,3
South Korea,KR,2025-07-13,Films,7,6/45,,2
South Korea,KR,2025-07-13,Films,8,Dirty Money,,4
South Korea,KR,2025-07-13,Films,9,Almost Cops,,1
South Korea,KR,2025-07-13,Films,10,Infinite,,4
South Korea,KR,2025-07-06,Films,1,KPop Demon Hunters,,3
South Korea,KR,2025-07-06,Films,2,The Old Guard 2,,1
South Korea,KR,2025-07-06,Films,3,Streaming,,2
South Korea,KR,2025-07-06,Films,4,The Old Guard,,2
South Korea,KR,2025-07-06,Films,5,6/45,,1
South Korea,KR,2025-07-06,Films,6,Infinite,,3
South Korea,KR,2025-07-06,Films,7,Dirty Money,,3
South Korea,KR,2025-07-06,Films,8,Shiri,,1
South Korea,KR,2025-07-06,Films,9,The Match,,9
South Korea,KR,2025-07-06,Films,10,LIM YOUNG WOONGâIM HERO THE STADIUM,,19
South Korea,KR,2025-06-29,Films,1,KPop Demon Hunters,,2
South Korea,KR,2025-06-29,Films,2,Streaming,,1
South Korea,KR,2025-06-29,Films,3,Dirty Money,,2
South Korea,KR,2025-06-29,Films,4,28 Weeks Later,,2
South Korea,KR,2025-06-29,Films,5,The Match,,8
South Korea,KR,2025-06-29,Films,6,The Sum of All Fears,,1
South Korea,KR,2025-06-29,Films,7,LIM YOUNG WOONGâIM HERO THE STADIUM,,18
South Korea,KR,2025-06-29,Films,8,A Company Man,,3
South Korea,KR,2025-06-29,Films,9,The Old Guard,,1
South Korea,KR,2025-06-29,Films,10,Trainwreck: Poop Cruise,,1
South Korea,KR,2025-06-22,Films,1,Dirty Money,,1
South Korea,KR,2025-06-22,Films,2,KPop Demon Hunters,,1
South Korea,KR,2025-06-22,Films,3,28 Weeks Later,,1
South Korea,KR,2025-06-22,Films,4,A Company Man,,2
South Korea,KR,2025-06-22,Films,5,K.O.,,3
South Korea,KR,2025-06-22,Films,6,STRAW,,2
South Korea,KR,2025-06-22,Films,7,The Match,,7
South Korea,KR,2025-06-22,Films,8,Copycat,,1
South Korea,KR,2025-06-22,Films,9,Nocturnal,,6
South Korea,KR,2025-06-22,Films,10,LIM YOUNG WOONGâIM HERO THE STADIUM,,17
South Korea,KR,2025-06-15,Films,1,K.O.,,2
South Korea,KR,2025-06-15,Films,2,STRAW,,1
South Korea,KR,2025-06-15,Films,3,Nocturnal,,5
South Korea,KR,2025-06-15,Films,4,The Match,,6
South Korea,KR,2025-06-15,Films,5,A Company Man,,1
South Korea,KR,2025-06-15,Films,6,Titan: The OceanGate Submersible Disaster,,1
South Korea,KR,2025-06-15,Films,7,Mona Lisa Smile,,1
South Korea,KR,2025-06-15,Films,8,LIM YOUNG WOONGâIM HERO THE STADIUM,,16
South Korea,KR,2025-06-15,Films,9,Inside Man: Most Wanted,,2
South Korea,KR,2025-06-15,Films,10,Mission: Impossible - Dead Reckoning,,10
South Korea,KR,2025-06-08,Films,1,Nocturnal,,4
South Korea,KR,2025-06-08,Films,2,Inside Man: Most Wanted,,1
South Korea,KR,2025-06-08,Films,3,The Match,,5
South Korea,KR,2025-06-08,Films,4,A Widow's Game,,2
South Korea,KR,2025-06-08,Films,5,K.O.,,1
South Korea,KR,2025-06-08,Films,6,Lost in Starlight,,2
South Korea,KR,2025-06-08,Films,7,Mission: Impossible - Dead Reckoning,,9
South Korea,KR,2025-06-08,Films,8,Haikyu!!: The Dumpster Battle,,1
South Korea,KR,2025-06-08,Films,9,LIM YOUNG WOONGâIM HERO THE STADIUM,,15
South Korea,KR,2025-06-08,Films,10,About Family,,9
South Korea,KR,2025-06-01,Films,1,Nocturnal,,3
South Korea,KR,2025-06-01,Films,2,The Match,,4
South Korea,KR,2025-06-01,Films,3,Mission: Impossible - Dead Reckoning,,8
South Korea,KR,2025-06-01,Films,4,Collateral,,1
South Korea,KR,2025-06-01,Films,5,Lost in Starlight,,1
South Korea,KR,2025-06-01,Films,6,LIM YOUNG WOONGâIM HERO THE STADIUM,,14
South Korea,KR,2025-06-01,Films,7,A Widow's Game,,1
South Korea,KR,2025-06-01,Films,8,Fear Street: Prom Queen,,2
South Korea,KR,2025-06-01,Films,9,About Family,,8
South Korea,KR,2025-06-01,Films,10,Exterritorial,,5
South Korea,KR,2025-05-25,Films,1,Nocturnal,,2
South Korea,KR,2025-05-25,Films,2,The Match,,3
South Korea,KR,2025-05-25,Films,3,Mission: Impossible - Dead Reckoning,,7
South Korea,KR,2025-05-25,Films,4,LIM YOUNG WOONGâIM HERO THE STADIUM,,13
South Korea,KR,2025-05-25,Films,5,About Family,,7
South Korea,KR,2025-05-25,Films,6,Akira,,1
South Korea,KR,2025-05-25,Films,7,Nonnas,,2
South Korea,KR,2025-05-25,Films,8,Harbin,,5
South Korea,KR,2025-05-25,Films,9,Exterritorial,,4
South Korea,KR,2025-05-25,Films,10,Fear Street: Prom Queen,,1
South Korea,KR,2025-05-18,Films,1,Nocturnal,,1
South Korea,KR,2025-05-18,Films,2,The Match,,2
